 Ver5.0 position,Systematic ID,Gene ,Gene description,Ver5.0 strain (vs M-2030H-U5),Ver5.0 strain (vs M-3030H-U5),Ver5.0 strain (vs M-4030H-U5),ade type,,Plate/well position,,,,,,,,,,,,,
V5-P34-04,SPBC16E9.19,0,sequence orphan,ver 2.0 to 5.0 New strain,ver 3.0 to 5.0 New strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-05,SPBC16H5.02,pfk1,6-phosphofructokinase,ver 2.0 to 5.0 New strain,ver 3.0 to 5.0 New strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-06,SPBC1709.06,dus2,tRNA dihydrouridine synthase Dus2,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-07,SPBC1709.10c,0,metallochaperone,ver 2.0 to 5.0 New strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-08,SPBC1711.01c,matmi_1,mating-type m-specific polypeptide mi,ver 2.0 to 5.0 New strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-09,SPBC1718.01,pop1,F-box/WD repeat protein Pop1,ver 2.0 to 5.0 New strain,ver 3.0 to 5.0 New strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-10,SPBC1773.13,0,aromatic aminotransferase,ver 2.0 to 5.0 New strain,ver 3.0 to 5.0 New strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-11,SPBC17A3.03c,0,phosphoprotein phosphatase,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-12,SPBC17D11.02c,0,synoviolin homolog,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-13,SPBC17D11.08,0,"WD repeat protein, human WDR68 family",ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-14,SPBC17G9.02c,0,"RNA polymerase II accessory factor, Cdc73 family",ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-15,SPBC18H10.13,rps1402,40S ribosomal protein S14,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-16,SPBC18H10.15,ppk23,serine/threonine protein kinase Ppk23,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-17,SPBC19C2.06c,mug124,sequence orphan,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-18,SPBC19C2.10,0,BAR adaptor protein,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-19,SPBC19C7.04c,0,conserved fungal protein,ver 2.0 to 5.0 New strain,ver 3.0 to 5.0 New strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-20,SPBC19C7.09c,uve1,endonuclease Uve1,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-21,SPBC19F8.02,0,nuclear distribution protein NUDC,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-22,SPBC19F8.03c,0,clathrin binding protein,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-23,SPBC19F8.06c,meu22,"amino acid permease, unknown 11",ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-24,SPBC19G7.06,mbx1,MADS-box transcription factor Mbx1,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-25,SPBC1A4.03c,top2,DNA topoisomerase II,ver 2.0 to 5.0 New strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-26,SPBC1A4.04,0,sequence orphan,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-27,SPBC1D7.03,mug80,cyclin Clg1,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-28,SPBC20F10.06,mad2,spindle checkpoint protein Mad2,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-29,SPBC21.03c,0,DUF55 family protein,ver 2.0 to 5.0 New strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-30,SPBC21B10.09,0,acetyl-CoA transporter,ver 2.0 to 5.0 New strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-31,SPBC21C3.18,spo4,serine/threonine protein kinase Spo4,ver 2.0 to 5.0 upgraded strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-32,SPBC21D10.07,0,UPF0287 family protein,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-33,SPBC21D10.11c,nfs1,iron-sulfur cluster assembly protein Nfs1,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-35,SPBC23E6.08,sat1,Golgi membrane exchange factor subunit Sat1,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-36,SPBC23G7.07c,0,replication regulator,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-37,SPBC24C6.08c,0,vesicle coat protein,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-38,SPBC25B2.01,0,elongation factor 1 alpha related protein,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-39,SPBC25B2.11,pof2,F-box protein Pof2,ver 2.0 to 5.0 New strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-40,SPBC25H2.14,mug16,UNC-50 family protein,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-41,SPBC25H2.15,0,programmed cell death protein homolog,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-42,SPBC26H8.01,thi2,thiazole biosynthetic enzyme,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-43,SPBC27.03,meu25,sequence orphan,ver 2.0 to 5.0 New strain,ver 3.0 to 5.0 New strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-44,SPBC27B12.10c,tom7,mitochondrial TOM complex subunit Tom7,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-45,SPBC27B12.11c,0,transcription factor,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-46,SPBC28E12.04,0,sequence orphan,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-47,SPBC28E12.06c,lvs1,beige protein homolog,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-48,SPBC29A10.13,atp7,F0-ATPase subunit D,ver 2.0 to 5.0 New strain,ver 3.0 to 5.0 New strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-49,SPBC29A3.01,0,heavy metal ATPase,ver 2.0 to 5.0 New strain,ver 3.0 to 5.0 New strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-50,SPBC29A3.11c,0,mitochondrial carboxylic acid transporter,ver 2.0 to 5.0 New strain,ver 3.0 to 5.0 New strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-51,SPBC29A3.17,gef3,RhoGEF Gef3,ver 2.0 to 5.0 New strain,ver 3.0 to 5.0 New strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-52,SPBC2A9.11c,0,nuclear export factor,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-53,SPBC2D10.09,0,3-hydroxyisobutyryl-CoA hydrolase,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-54,SPBC2F12.13,klp5,kinesin-like protein Klp5,ver 2.0 to 5.0 New strain,ver 3.0 to 5.0 New strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-55,SPBC30D10.18c,rpl102,60S ribosomal protein L10a,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-56,SPBC31F10.13c,hip1,hira protein Hip1,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-57,SPBC32F12.01c,0,inositol phosphosphingolipid phospholipase C,ver 2.0 to 5.0 New strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-58,SPBC32F12.09,rum1,CDK inhibitor Rum1,ver 2.0 to 5.0 New strain,ver 3.0 to 5.0 New strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-59,SPBC337.10c,0,anamorsin family protein,ver 2.0 to 5.0 New strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-60,SPBC354.08c,0,DUF221 family protein,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-61,SPBC354.14c,vac8,vacuolar protein Vac8,ver 2.0 to 5.0 New strain,ver 3.0 to 5.0 New strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-62,SPBC354.15,fap1,L-pipecolate oxidase,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-63,SPBC36.01c,0,spermidine family transporter,ver 2.0 to 5.0 New strain,ver 3.0 to 5.0 New strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-64,SPBC36.03c,0,spermidine family transporter,ver 2.0 to 5.0 New strain,ver 3.0 to 5.0 New strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-65,SPBC365.08c,0,Der1-like (degradation in the ER) family,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-66,SPBC365.13c,hba1,Ran GTPase binding protein Hba1,ver 2.0 to 5.0 New strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-67,SPBC36B7.02,0,Svf1 family protein Svf2,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-68,SPBC3B9.06c,apg3,autophagy associated protein Apg3,ver 2.0 to 5.0 New strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-69,SPBC3E7.01,fab1,1-phosphatidylinositol-3-phosphate 5-kinase Fab1,ver 2.0 to 5.0 New strain,ver 3.0 to 5.0 New strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-70,SPBC3E7.10,fma1,methionine aminopeptidase Fma1,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-71,SPBC3F6.05,rga1,GTPase activating protein Rga1,ver 2.0 to 5.0 New strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-72,SPBC3H7.07c,0,phosphoserine phosphatase,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-73,SPBC409.06,uch2,ubiquitin C-terminal hydrolase Uch2,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-74,SPBC4B4.11,0,conserved fungal protein,ver 2.0 to 5.0 New strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-75,SPBC4F6.09,str1,siderophore-iron transporter Str1,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-76,SPBC4F6.15c,swi10,DNA repair endonuclease,ver 2.0 to 5.0 New strain,ver 3.0 to 5.0 New strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-77,SPBC530.02,0,membrane transporter,ver 2.0 to 5.0 New strain,ver 3.0 to 5.0 New strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-78,SPBC530.05,0,transcription factor,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-79,SPBC557.02c,0,sequence orphan,ver 2.0 to 5.0 New strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-80,SPBC56F2.01,pof12,F-box protein Pof12,ver 2.0 to 5.0 New strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-81,SPBC56F2.04,utp20,U3 snoRNP protein Utp20,ver 2.0 to 5.0 New strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-82,SPBC56F2.09c,arg5,arginine specific carbamoyl-phosphate synthase Arg5,ver 2.0 to 5.0 New strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-83,SPBC56F2.12,ilv5,acetohydroxyacid reductoisomerase,ver 2.0 to 5.0 New strain,ver 3.0 to 5.0 New strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-84,SPBC646.12c,gap1,GTPase activating protein Gap1,ver 2.0 to 5.0 New strain,ver 3.0 to 5.0 New strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-85,SPBC651.03c,gyp10,GTPase activating protein Gyp10,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-86,SPBC6B1.09c,nbs1,Mre11 complex subunit Nbs1,ver 2.0 to 5.0 upgraded strain,ver 3.0 to 5.0 upgraded strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-87,SPBC713.06,adl1,DNA ligase,ver 2.0 to 5.0 New strain,ver 3.0 to 5.0 New strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-88,SPBC776.04,sec2302,GTPase activating protein Sec23b,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-89,SPBC83.13,0,mitochondrial tricarboxylic acid transporter,ver 2.0 to 5.0 New strain,ver 3.0 to 5.0 New strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-90,SPBC839.11c,hut1,uridine diphosphate-N-acetylglucosamine transporter Hut1,ver 2.0 to 5.0 New strain,ver 3.0 to 5.0 New strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-91,SPBC839.17c,fkh1,FKBP-type peptidyl-prolyl cis-trans isomerase Fkh1,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-92,SPBC887.02,0,ClC chloride channel,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-93,SPBC887.05c,cwf29,RNA-binding protein Cwf29,ver 2.0 to 5.0 New strain,ver 3.0 to 5.0 New strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-94,SPBC887.11,pus2,tRNA pseudouridylate synthase Pus2,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-95,SPBC8D2.18c,0,adenosylhomocysteinase,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P34-96,SPBC8E4.01c,0,inorganic phosphate transporter,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P35-01,SPBC947.11c,elg1,DNA replication factor C complex subunit Elg1,ver 2.0 to 5.0 New strain,ver 3.0 to 5.0 New strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P35-02,SPBCPT2R1.03,0,hypothetical protein,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P35-03,SPBP16F5.04,ubc7,ubiquitin conjugating enzyme Ubc3,ver 2.0 to 5.0 New strain,ver 3.0 to 5.0 New strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P35-04,SPBP26C9.03c,fet4,iron ion transporter,ver 2.0 to 5.0 New strain,ver 3.0 to 5.0 New strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P35-05,SPBP35G2.14,0,RNA-binding protein,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P35-06,SPBP4H10.04,ppb1,calcineurin catalytic subunit Ppb1,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P35-07,SPBP4H10.07,0,ubiquitin-protein ligase E3,ver 2.0 to 5.0 New strain,ver 3.0 to 5.0 New strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P35-08,SPBP4H10.14c,0,sequence orphan,ver 2.0 to 5.0 New strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P35-09,SPBP8B7.08c,0,leucine carboxyl methyltransferase,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P35-10,SPBP8B7.27,mug30,ubiquitin-protein ligase E3,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P35-11,SPBPB21E7.04c,0,S-adenosylmethionine-dependent methyltransferase,ver 2.0 to 5.0 New strain,ver 3.0 to 5.0 New strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P35-12,SPBPB21E7.05,0,sequence orphan,ver 2.0 to 5.0 New strain,ver 3.0 to 5.0 New strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P35-13,SPBPB21E7.09,0,L-asparaginase,ver 2.0 to 5.0 New strain,ver 3.0 to 5.0 New strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P35-14,SPBPB2B2.19c,0,S. pombe specific 5Tm protein family,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P35-15,SPCC1020.07,0,haloacid dehalogenase-like hydrolase,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P35-16,SPCC1235.06,sif1,Sad1 interacting factor 1,ver 2.0 to 5.0 New strain,ver 3.0 to 5.0 New strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P35-17,SPCC1235.09,0,histone deacetylase complex subunit,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P35-18,SPCC1259.12c,0,Ran GTPase binding protein,ver 2.0 to 5.0 New strain,ver 3.0 to 5.0 New strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P35-19,SPCC126.02c,pku70,Ku domain protein Pku70,ver 2.0 to 5.0 New strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P35-20,SPCC1322.10,0,conserved fungal protein,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P35-21,SPCC1322.15,rpl3402,60S ribosomal protein L34,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P35-22,SPCC1393.07c,mug4,sequence orphan,ver 2.0 to 5.0 upgraded strain,ver 3.0 to 5.0 New strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P35-23,SPCC1393.12,0,sequence orphan,ver 2.0 to 5.0 New strain,ver 3.0 to 5.0 New strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P35-24,SPCC1442.02,0,DUF1760 family protein,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P35-25,SPCC1450.06c,grx3,monothiol glutaredoxin Grx3,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P35-26,SPCC1529.01,0,membrane transporter,ver 2.0 to 5.0 New strain,ver 3.0 to 5.0 New strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P35-27,SPCC162.06c,0,vacuolar sorting protein Vps60,ver 2.0 to 5.0 New strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P35-28,SPCC1620.02,wtf23,wtf element Wtf23,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P35-29,SPCC1620.03,mug163,sequence orphan,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P35-30,SPCC1620.12c,0,GTPase activating protein,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P35-31,SPCC1672.09,0,triglyceride lipase-cholesterol esterase,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P35-32,SPCC1682.07,ssl1,transcription factor TFIIH complex subunit Ssl1,ver 2.0 to 5.0 New strain,ver 3.0 to 5.0 New strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P35-33,SPCC16C4.03,pin1,peptidyl-prolyl cis-trans isomerase Pin1,ver 2.0 to 5.0 New strain,ver 3.0 to 5.0 New strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P35-34,SPCC16C4.09,sts5,RNB-like protein,ver 2.0 to 5.0 New strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P35-36,SPCC1739.09c,cox13,cytochrome c oxidase subunit VIa,ver 2.0 to 5.0 New strain,ver 3.0 to 5.0 New strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P35-37,SPCC1795.02c,0,CaCA proton/calcium exchanger,ver 2.0 to 5.0 New strain,ver 3.0 to 5.0 New strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P35-38,SPCC1795.03,gms1,UDP-galactose transporter Gms1,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P35-39,SPCC1827.03c,0,acetyl-CoA ligase,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P35-40,SPCC1827.04,0,"ankyrin repeat protein, unknown biological role",ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P35-41,SPCC1840.07c,0,phosphoprotein phosphatase,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P35-42,SPCC1840.10,lsm8,U6 snRNP-associated protein Lsm8,ver 2.0 to 5.0 New strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P35-43,SPCC1840.12,0,OPT oligopeptide transporter family,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P35-44,SPCC18B5.10c,0,TREX complex subunit Tex1,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P35-45,SPCC1902.02,mug72,ketopantoate reductase,ver 2.0 to 5.0 New strain,ver 3.0 to 5.0 New strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P35-46,SPCC191.01,0,sequence orphan,ver 2.0 to 5.0 New strain,ver 3.0 to 5.0 New strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P35-47,SPCC191.03c,0,sequence orphan,ver 2.0 to 5.0 New strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P35-48,SPCC24B10.22,0,mitochondrial DNA polymerase gamma catalytic subunit,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P35-49,SPCC285.11,ucp10,UBA/UAS domain protein Ucp10,ver 2.0 to 5.0 New strain,ver 3.0 to 5.0 New strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P35-50,SPCC285.14,0,TRAPP complex subunit Trs130,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P35-51,SPCC2H8.02,0,inorganic phosphate transporter,ver 2.0 to 5.0 New strain,ver 3.0 to 5.0 New strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P35-52,SPCC306.11,0,sequence orphan,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P35-53,SPCC320.05,0,sulphate transporter,ver 2.0 to 5.0 New strain,ver 3.0 to 5.0 New strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P35-54,SPCC320.07c,mde7,RNA-binding protein Mde7,ver 2.0 to 5.0 New strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P35-55,SPCC330.19c,0,sequence orphan,ver 2.0 to 5.0 New strain,ver 3.0 to 5.0 New strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P35-56,SPCC417.07c,mto1,MT organizer Mto1,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P35-57,SPCC417.11c,0,"glutamate-1-semialdehyde 2,1-aminomutaseaminotransferase",ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P35-58,SPCC4B3.13,0,MatE family transporter,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P35-59,SPCC4B3.14,cwf20,complexed with Cdc5 protein Cwf20,ver 2.0 to 5.0 New strain,ver 3.0 to 5.0 New strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P35-60,SPCC4B3.17,cbp3,ubiquinol cytochrome-c reductase assembly protein Cbp3,ver 2.0 to 5.0 New strain,ver 3.0 to 5.0 New strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P35-61,SPCC4E9.02,cig1,cyclin Cig1,ver 2.0 to 5.0 New strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P35-62,SPCC4G3.03,0,WD repeat protein,ver 2.0 to 5.0 New strain,ver 3.0 to 5.0 New strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P35-63,SPCC4G3.12c,0,ubiquitin-protein ligase E3,ver 2.0 to 5.0 New strain,ver 3.0 to 5.0 New strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
